Nome: PALMAS;;;;;;
Codigo Estacao: A009;;;;;;
Latitude: -10.14777777;;;;;;
Longitude: -48.31444444;;;;;;
Altitude: 267;;;;;;
Situacao: Operante;;;;;;
Data Inicial: 2020-01-01;;;;;;
Data Final: 2023-12-31;;;;;;
Periodicidade da Medicao: Horaria;;;;;;
;;;;;;
Data Medicao;Hora Medicao;RADIACAO GLOBAL(Kj/m²);;;;
05/12/2020;400;-3,6;;;;
05/12/2020;500;-3,6;;;;
05/12/2020;600;-3,6;;;;
05/12/2020;700;-3,6;;;;
05/12/2020;800;-3,6;;;;
05/12/2020;900;8,2;;;;
05/12/2020;1000;191,6;;;;
05/12/2020;1100;563,9;;;;
05/12/2020;1200;1957,6;;;;
05/12/2020;1300;2632,7;;;;
05/12/2020;1400;3202,5;;;;
05/12/2020;1500;1976,3;;;;
05/12/2020;1600;795,1;;;;
05/12/2020;1700;1532,8;;;;
05/12/2020;1800;1635,2;;;;
05/12/2020;1900;1423,3;;;;
05/12/2020;2000;850,2;;;;
05/12/2020;2100;258,3;;;;
05/12/2020;2200;8,8;;;;
05/12/2020;2300;-3,6;;;;
06/12/2020;0;null;;;;
06/12/2020;100;-2,6;;;;
06/12/2020;200;-2,7;;;;
06/12/2020;300;-3,3;;;;
06/12/2020;400;-3,3;;;;
06/12/2020;500;-3,2;;;;
06/12/2020;600;-3,2;;;;
06/12/2020;700;-3,1;;;;
06/12/2020;800;-3,6;;;;
06/12/2020;900;6,9;;;;
06/12/2020;1000;247,1;;;;
06/12/2020;1100;746,5;;;;
06/12/2020;1200;1551,7;;;;
06/12/2020;1300;1797,7;;;;
06/12/2020;1400;2553,1;;;;
06/12/2020;1500;2240,4;;;;
06/12/2020;1600;2332,3;;;;
06/12/2020;1700;1380,8;;;;
06/12/2020;1800;1682,4;;;;
06/12/2020;1900;2171,9;;;;
06/12/2020;2000;784,4;;;;
06/12/2020;2100;211,1;;;;
06/12/2020;2200;8,2;;;;
06/12/2020;2300;-3,6;;;;
07/12/2020;0;-3,6;;;;
07/12/2020;100;-3,6;;;;
07/12/2020;200;-3;;;;
07/12/2020;300;-2,8;;;;
07/12/2020;400;-2,2;;;;
07/12/2020;500;-2,2;;;;
07/12/2020;600;-3,6;;;;
07/12/2020;700;-3,5;;;;
07/12/2020;800;-3,6;;;;
07/12/2020;900;5,6;;;;
07/12/2020;1000;144,4;;;;
07/12/2020;1100;490,8;;;;
07/12/2020;1200;1440,3;;;;
07/12/2020;1300;2543,1;;;;
07/12/2020;1400;3124,5;;;;
07/12/2020;1500;2637,1;;;;
07/12/2020;1600;3065,8;;;;
07/12/2020;1700;771;;;;
07/12/2020;1800;1943,2;;;;
07/12/2020;1900;1630,2;;;;
07/12/2020;2000;1118,3;;;;
07/12/2020;2100;298,2;;;;
07/12/2020;2200;11,1;;;;
07/12/2020;2300;-3,6;;;;
08/12/2020;0;-3,6;;;;
08/12/2020;100;-3,6;;;;
08/12/2020;200;null;;;;
08/12/2020;300;-3,6;;;;
08/12/2020;400;-3,6;;;;
08/12/2020;500;-2,8;;;;
08/12/2020;600;-2,5;;;;
08/12/2020;700;-2,4;;;;
08/12/2020;800;-3,5;;;;
08/12/2020;900;-3,6;;;;
08/12/2020;1000;5,6;;;;
08/12/2020;1100;80,6;;;;
08/12/2020;1200;283,8;;;;
08/12/2020;1300;1098,3;;;;
08/12/2020;1400;1821,8;;;;
08/12/2020;1500;2259,5;;;;
08/12/2020;1600;2408,3;;;;
08/12/2020;1700;2443,1;;;;
08/12/2020;1800;1546,8;;;;
08/12/2020;1900;1939;;;;
08/12/2020;2000;1102,6;;;;
08/12/2020;2100;143,2;;;;
08/12/2020;2200;7,5;;;;
08/12/2020;2300;-3,6;;;;
09/12/2020;0;-3,6;;;;
09/12/2020;100;-3,6;;;;
09/12/2020;200;-3,6;;;;
09/12/2020;300;-3,3;;;;
09/12/2020;400;-3,6;;;;
09/12/2020;500;-3,6;;;;
09/12/2020;600;-3,6;;;;
09/12/2020;700;-3,6;;;;
09/12/2020;800;-3,6;;;;
09/12/2020;900;3,2;;;;
09/12/2020;1000;232,2;;;;
09/12/2020;1100;510,7;;;;
09/12/2020;1200;679,8;;;;
09/12/2020;1300;648,7;;;;
09/12/2020;1400;360,7;;;;
09/12/2020;1500;178,2;;;;
09/12/2020;1600;168,9;;;;
09/12/2020;1700;723,9;;;;
09/12/2020;1800;792,8;;;;
09/12/2020;1900;734,5;;;;
09/12/2020;2000;753;;;;
09/12/2020;2100;205,6;;;;
09/12/2020;2200;14;;;;
09/12/2020;2300;null;;;;
10/12/2020;0;null;;;;
10/12/2020;100;-3,5;;;;
10/12/2020;200;-3,6;;;;
10/12/2020;300;-3,6;;;;
10/12/2020;400;-3,6;;;;
10/12/2020;500;-3,6;;;;
10/12/2020;600;-3,6;;;;
10/12/2020;700;-3,4;;;;
10/12/2020;800;-2,8;;;;
10/12/2020;900;4,5;;;;
10/12/2020;1000;221,6;;;;
10/12/2020;1100;645,2;;;;
10/12/2020;1200;1785,9;;;;
10/12/2020;1300;1862,9;;;;
10/12/2020;1400;1689,3;;;;
10/12/2020;1500;2566;;;;
10/12/2020;1600;2487,9;;;;
10/12/2020;1700;1799,3;;;;
10/12/2020;1800;2551,2;;;;
10/12/2020;1900;1849,9;;;;
10/12/2020;2000;379,7;;;;
10/12/2020;2100;54,1;;;;
10/12/2020;2200;3;;;;
10/12/2020;2300;-1,8;;;;
11/12/2020;0;-1,9;;;;
11/12/2020;100;2;;;;
11/12/2020;200;0,5;;;;
11/12/2020;300;-1,2;;;;
11/12/2020;400;-2,5;;;;
11/12/2020;500;-3,4;;;;
11/12/2020;600;-3,4;;;;
11/12/2020;700;-2,7;;;;
11/12/2020;800;-2,6;;;;
11/12/2020;900;3,3;;;;
11/12/2020;1000;141,4;;;;
11/12/2020;1100;441,8;;;;
11/12/2020;1200;1047,3;;;;
11/12/2020;1300;1859,2;;;;
11/12/2020;1400;2623,1;;;;
11/12/2020;1500;1545,7;;;;
11/12/2020;1600;2308,2;;;;
11/12/2020;1700;3071,5;;;;
11/12/2020;1800;2432,8;;;;
11/12/2020;1900;2569,2;;;;
11/12/2020;2000;1636,3;;;;
11/12/2020;2100;486,3;;;;
11/12/2020;2200;15,7;;;;
11/12/2020;2300;-3,6;;;;
12/12/2020;0;-3,5;;;;
12/12/2020;100;-3,5;;;;
12/12/2020;200;-3,6;;;;
12/12/2020;300;-3,6;;;;
12/12/2020;400;-2,9;;;;
12/12/2020;500;-3,3;;;;
12/12/2020;600;-3,5;;;;
12/12/2020;700;-3;;;;
12/12/2020;800;-2,6;;;;
12/12/2020;900;-0,2;;;;
12/12/2020;1000;86;;;;
12/12/2020;1100;353,7;;;;
12/12/2020;1200;915,4;;;;
12/12/2020;1300;1334,2;;;;
12/12/2020;1400;2251,4;;;;
12/12/2020;1500;3427,3;;;;
12/12/2020;1600;2887,7;;;;
12/12/2020;1700;1911,1;;;;
12/12/2020;1800;2261;;;;
12/12/2020;1900;1665,6;;;;
12/12/2020;2000;892,1;;;;
12/12/2020;2100;528,8;;;;
12/12/2020;2200;86,1;;;;
12/12/2020;2300;-3,6;;;;
13/12/2020;0;null;;;;
13/12/2020;100;-3,6;;;;
13/12/2020;200;-3,6;;;;
13/12/2020;300;-3,6;;;;
13/12/2020;400;-3,6;;;;
13/12/2020;500;-3,6;;;;
13/12/2020;600;-3,6;;;;
13/12/2020;700;-3,6;;;;
13/12/2020;800;-3,6;;;;
13/12/2020;900;3,7;;;;
13/12/2020;1000;147,7;;;;
13/12/2020;1100;610,7;;;;
13/12/2020;1200;2054,5;;;;
13/12/2020;1300;2754;;;;
13/12/2020;1400;3237,8;;;;
13/12/2020;1500;3259,3;;;;
13/12/2020;1600;2600,3;;;;
13/12/2020;1700;2621,3;;;;
13/12/2020;1800;1998,1;;;;
13/12/2020;1900;1220,3;;;;
13/12/2020;2000;582,9;;;;
13/12/2020;2100;165,2;;;;
13/12/2020;2200;14,9;;;;
13/12/2020;2300;null;;;;
14/12/2020;0;null;;;;
14/12/2020;100;-3,6;;;;
14/12/2020;200;-3,6;;;;
14/12/2020;300;-3,6;;;;
14/12/2020;400;-3,6;;;;
14/12/2020;500;-3,6;;;;
14/12/2020;600;-3,6;;;;
14/12/2020;700;-3,6;;;;
14/12/2020;800;-3,6;;;;
14/12/2020;900;4,2;;;;
14/12/2020;1000;115,3;;;;
14/12/2020;1100;560,1;;;;
14/12/2020;1200;1819,4;;;;
14/12/2020;1300;2657,9;;;;
14/12/2020;1400;3235;;;;
14/12/2020;1500;3393,6;;;;
14/12/2020;1600;1264,8;;;;
14/12/2020;1700;3274,4;;;;
14/12/2020;1800;3009,8;;;;
14/12/2020;1900;2422,1;;;;
14/12/2020;2000;1770,4;;;;
14/12/2020;2100;253;;;;
14/12/2020;2200;40,4;;;;
14/12/2020;2300;-3,5;;;;
15/12/2020;0;-3,6;;;;
15/12/2020;100;-3,6;;;;
15/12/2020;200;-3,6;;;;
15/12/2020;300;-3,6;;;;
15/12/2020;400;-3,6;;;;
15/12/2020;500;-3,6;;;;
15/12/2020;600;-3,6;;;;
15/12/2020;700;-3,4;;;;
15/12/2020;800;-2,4;;;;
15/12/2020;900;0,4;;;;
15/12/2020;1000;311,3;;;;
15/12/2020;1100;556,7;;;;
15/12/2020;1200;1867,3;;;;
15/12/2020;1300;2472;;;;
15/12/2020;1400;3274,1;;;;
15/12/2020;1500;2256,9;;;;
15/12/2020;1600;1958,5;;;;
15/12/2020;1700;813,4;;;;
15/12/2020;1800;755,6;;;;
15/12/2020;1900;1580,8;;;;
15/12/2020;2000;989,9;;;;
15/12/2020;2100;275,5;;;;
15/12/2020;2200;18,9;;;;
15/12/2020;2300;-3,6;;;;
16/12/2020;0;-3,6;;;;
16/12/2020;100;-3,6;;;;
16/12/2020;200;-3,6;;;;
16/12/2020;300;-3,6;;;;
16/12/2020;400;-3,6;;;;
16/12/2020;500;-3,6;;;;
16/12/2020;600;-3,6;;;;
16/12/2020;700;-3,6;;;;
16/12/2020;800;-3,6;;;;
16/12/2020;900;5,3;;;;
16/12/2020;1000;149,4;;;;
16/12/2020;1100;495,2;;;;
16/12/2020;1200;1686,3;;;;
16/12/2020;1300;2365,1;;;;
16/12/2020;1400;2976,8;;;;
16/12/2020;1500;3038,5;;;;
16/12/2020;1600;945,7;;;;
16/12/2020;1700;2514,6;;;;
16/12/2020;1800;2917,9;;;;
16/12/2020;1900;1139,1;;;;
16/12/2020;2000;25,3;;;;
16/12/2020;2100;8,9;;;;
16/12/2020;2200;-2,1;;;;
16/12/2020;2300;-3,4;;;;
17/12/2020;0;null;;;;
17/12/2020;100;-3,6;;;;
17/12/2020;200;-3,6;;;;
17/12/2020;300;-3,6;;;;
17/12/2020;400;-3,6;;;;
17/12/2020;500;-3,6;;;;
17/12/2020;600;-2,8;;;;
17/12/2020;700;-3,6;;;;
17/12/2020;800;-3,6;;;;
17/12/2020;900;2,5;;;;
17/12/2020;1000;185,6;;;;
17/12/2020;1100;487,3;;;;
17/12/2020;1200;1918,4;;;;
17/12/2020;1300;2393,4;;;;
17/12/2020;1400;3129,1;;;;
17/12/2020;1500;1363,5;;;;
17/12/2020;1600;883,2;;;;
17/12/2020;1700;3046,3;;;;
17/12/2020;1800;2987,9;;;;
17/12/2020;1900;2233,8;;;;
17/12/2020;2000;1566,8;;;;
17/12/2020;2100;304,1;;;;
17/12/2020;2200;14;;;;
17/12/2020;2300;-3,6;;;;
18/12/2020;0;-3,6;;;;
18/12/2020;100;-3,5;;;;
18/12/2020;200;-3,6;;;;
18/12/2020;300;-3,4;;;;
18/12/2020;400;-3,2;;;;
18/12/2020;500;-3,2;;;;
18/12/2020;600;-3,3;;;;
18/12/2020;700;-2,6;;;;
18/12/2020;800;-2,4;;;;
18/12/2020;900;2,9;;;;
18/12/2020;1000;44,9;;;;
18/12/2020;1100;315,4;;;;
18/12/2020;1200;1102,6;;;;
18/12/2020;1300;1817,6;;;;
18/12/2020;1400;942,2;;;;
18/12/2020;1500;151,4;;;;
18/12/2020;1600;534,5;;;;
18/12/2020;1700;1785,9;;;;
18/12/2020;1800;1547,2;;;;
18/12/2020;1900;1544,4;;;;
18/12/2020;2000;1024,1;;;;
18/12/2020;2100;235,8;;;;
18/12/2020;2200;19,9;;;;
18/12/2020;2300;-3,6;;;;
19/12/2020;0;-3,6;;;;
19/12/2020;100;-3,6;;;;
19/12/2020;200;null;;;;
19/12/2020;300;-3,6;;;;
19/12/2020;400;-3,6;;;;
19/12/2020;500;-3,6;;;;
19/12/2020;600;-3,6;;;;
19/12/2020;700;-3,6;;;;
19/12/2020;800;-3,6;;;;
19/12/2020;900;2;;;;
19/12/2020;1000;157,8;;;;
19/12/2020;1100;558,9;;;;
19/12/2020;1200;1905,6;;;;
19/12/2020;1300;2640,3;;;;
19/12/2020;1400;3200,5;;;;
19/12/2020;1500;2099,5;;;;
19/12/2020;1600;1564,8;;;;
19/12/2020;1700;871,7;;;;
19/12/2020;1800;911,7;;;;
19/12/2020;1900;1529,6;;;;
19/12/2020;2000;1485,8;;;;
19/12/2020;2100;356,2;;;;
19/12/2020;2200;30,1;;;;
19/12/2020;2300;-3,4;;;;
20/12/2020;0;-3,6;;;;
20/12/2020;100;-3,6;;;;
20/12/2020;200;-3,6;;;;
20/12/2020;300;-3,5;;;;
20/12/2020;400;-3,2;;;;
20/12/2020;500;-3,4;;;;
20/12/2020;600;-2,9;;;;
20/12/2020;700;-3,3;;;;
20/12/2020;800;-3,6;;;;
20/12/2020;900;2,8;;;;
20/12/2020;1000;151,5;;;;
20/12/2020;1100;423,5;;;;
20/12/2020;1200;1479,1;;;;
20/12/2020;1300;2367,4;;;;
20/12/2020;1400;2879,2;;;;
20/12/2020;1500;2969,2;;;;
20/12/2020;1600;3450,6;;;;
20/12/2020;1700;1040,5;;;;
20/12/2020;1800;895,6;;;;
20/12/2020;1900;520,2;;;;
20/12/2020;2000;482,5;;;;
20/12/2020;2100;106,9;;;;
20/12/2020;2200;2,9;;;;
20/12/2020;2300;-2,5;;;;
21/12/2020;0;-3,2;;;;
21/12/2020;100;-2,8;;;;
21/12/2020;200;-3,6;;;;
21/12/2020;300;null;;;;
21/12/2020;400;-3,4;;;;
21/12/2020;500;-1,4;;;;
21/12/2020;600;-2;;;;
21/12/2020;700;-3,3;;;;
21/12/2020;800;-3,5;;;;
21/12/2020;900;0,6;;;;
21/12/2020;1000;151,4;;;;
21/12/2020;1100;602,2;;;;
21/12/2020;1200;1312,5;;;;
21/12/2020;1300;2520,6;;;;
21/12/2020;1400;3000,4;;;;
21/12/2020;1500;2187,3;;;;
21/12/2020;1600;1459,8;;;;
21/12/2020;1700;1762,6;;;;
21/12/2020;1800;2198,7;;;;
21/12/2020;1900;1092,4;;;;
21/12/2020;2000;495,2;;;;
21/12/2020;2100;45,2;;;;
21/12/2020;2200;10,2;;;;
21/12/2020;2300;-3,2;;;;
22/12/2020;0;-0,1;;;;
22/12/2020;100;-1,1;;;;
22/12/2020;200;-1,8;;;;
22/12/2020;300;-3,1;;;;
22/12/2020;400;-3,5;;;;
22/12/2020;500;-3,1;;;;
22/12/2020;600;-3,2;;;;
22/12/2020;700;-2,8;;;;
22/12/2020;800;-3;;;;
22/12/2020;900;-0,3;;;;
22/12/2020;1000;115,7;;;;
22/12/2020;1100;317,6;;;;
22/12/2020;1200;1078,4;;;;
22/12/2020;1300;2176,8;;;;
22/12/2020;1400;2047,2;;;;
22/12/2020;1500;2876,1;;;;
22/12/2020;1600;3543,4;;;;
22/12/2020;1700;3025,2;;;;
22/12/2020;1800;2744,7;;;;
22/12/2020;1900;2647,2;;;;
22/12/2020;2000;679,5;;;;
22/12/2020;2100;231;;;;
22/12/2020;2200;23,9;;;;
22/12/2020;2300;-3,6;;;;
23/12/2020;0;-3,5;;;;
23/12/2020;100;-3,6;;;;
23/12/2020;200;-3,1;;;;
23/12/2020;300;-2,7;;;;
23/12/2020;400;-2,6;;;;
23/12/2020;500;-1,2;;;;
23/12/2020;600;-1,1;;;;
23/12/2020;700;-1,5;;;;
23/12/2020;800;-2,2;;;;
23/12/2020;900;0,4;;;;
23/12/2020;1000;115,1;;;;
23/12/2020;1100;461,7;;;;
23/12/2020;1200;1438;;;;
23/12/2020;1300;2769,6;;;;
23/12/2020;1400;2297,2;;;;
23/12/2020;1500;3343,5;;;;
23/12/2020;1600;3120,8;;;;
23/12/2020;1700;2877,5;;;;
23/12/2020;1800;2565,2;;;;
23/12/2020;1900;1978,3;;;;
23/12/2020;2000;1556,6;;;;
23/12/2020;2100;307,4;;;;
23/12/2020;2200;61,7;;;;
23/12/2020;2300;-2,9;;;;
24/12/2020;0;null;;;;
24/12/2020;100;-1,5;;;;
24/12/2020;200;-3,6;;;;
24/12/2020;300;-2,8;;;;
24/12/2020;400;-3,5;;;;
24/12/2020;500;-3,6;;;;
24/12/2020;600;-3,6;;;;
24/12/2020;700;-3;;;;
24/12/2020;800;-1,7;;;;
24/12/2020;900;2,1;;;;
24/12/2020;1000;180,8;;;;
24/12/2020;1100;580,4;;;;
24/12/2020;1200;1114,5;;;;
24/12/2020;1300;1623,2;;;;
24/12/2020;1400;2364,2;;;;
24/12/2020;1500;1527,9;;;;
24/12/2020;1600;1374;;;;
24/12/2020;1700;2334;;;;
24/12/2020;1800;1906,7;;;;
24/12/2020;1900;625,8;;;;
24/12/2020;2000;440,1;;;;
24/12/2020;2100;203,7;;;;
24/12/2020;2200;21,9;;;;
24/12/2020;2300;-3,6;;;;
25/12/2020;0;-3,6;;;;
25/12/2020;100;null;;;;
25/12/2020;200;-3,2;;;;
25/12/2020;300;-2,4;;;;
25/12/2020;400;-2,7;;;;
25/12/2020;500;-3,6;;;;
25/12/2020;600;-3,5;;;;
25/12/2020;700;-3,2;;;;
25/12/2020;800;-3,4;;;;
25/12/2020;900;-0,8;;;;
25/12/2020;1000;93,7;;;;
25/12/2020;1100;555,3;;;;
25/12/2020;1200;1169,8;;;;
25/12/2020;1300;1564,3;;;;
25/12/2020;1400;2204,8;;;;
25/12/2020;1500;1410,4;;;;
25/12/2020;1600;1047,3;;;;
25/12/2020;1700;584,6;;;;
25/12/2020;1800;832,6;;;;
25/12/2020;1900;747,2;;;;
25/12/2020;2000;515,5;;;;
25/12/2020;2100;144,2;;;;
25/12/2020;2200;6,6;;;;
25/12/2020;2300;-3,1;;;;
26/12/2020;0;-3,6;;;;
26/12/2020;100;-3,6;;;;
26/12/2020;200;null;;;;
26/12/2020;300;-2,1;;;;
26/12/2020;400;-2,5;;;;
26/12/2020;500;-1,7;;;;
26/12/2020;600;-1,8;;;;
26/12/2020;700;-1,9;;;;
26/12/2020;800;-1,2;;;;
26/12/2020;900;-0,2;;;;
26/12/2020;1000;137,2;;;;
26/12/2020;1100;523,3;;;;
26/12/2020;1200;1262,9;;;;
26/12/2020;1300;1688,8;;;;
26/12/2020;1400;510,6;;;;
26/12/2020;1500;854,2;;;;
26/12/2020;1600;957,2;;;;
26/12/2020;1700;2127,6;;;;
26/12/2020;1800;1947,9;;;;
26/12/2020;1900;1379,7;;;;
26/12/2020;2000;1295,7;;;;
26/12/2020;2100;528,7;;;;
26/12/2020;2200;30,7;;;;
26/12/2020;2300;-3,4;;;;
27/12/2020;0;null;;;;
27/12/2020;100;-3,4;;;;
27/12/2020;200;-3;;;;
27/12/2020;300;-3,6;;;;
27/12/2020;400;-3,2;;;;
27/12/2020;500;-3,2;;;;
27/12/2020;600;-3,1;;;;
27/12/2020;700;-2,8;;;;
27/12/2020;800;-2,9;;;;
27/12/2020;900;0;;;;
27/12/2020;1000;112;;;;
27/12/2020;1100;603,1;;;;
27/12/2020;1200;1638,4;;;;
27/12/2020;1300;2182,6;;;;
27/12/2020;1400;2214,5;;;;
27/12/2020;1500;2495,6;;;;
27/12/2020;1600;2547,5;;;;
27/12/2020;1700;740,3;;;;
27/12/2020;1800;1207,7;;;;
27/12/2020;1900;858,2;;;;
27/12/2020;2000;691,8;;;;
27/12/2020;2100;222,1;;;;
27/12/2020;2200;32;;;;
27/12/2020;2300;-3,6;;;;
28/12/2020;0;-3,6;;;;
28/12/2020;100;-3,6;;;;
28/12/2020;200;-3,6;;;;
28/12/2020;300;-3,6;;;;
28/12/2020;400;-3,6;;;;
28/12/2020;500;-3,6;;;;
28/12/2020;600;-3,6;;;;
28/12/2020;700;-3,6;;;;
28/12/2020;800;-3,6;;;;
28/12/2020;900;1,5;;;;
28/12/2020;1000;131,7;;;;
28/12/2020;1100;317,2;;;;
28/12/2020;1200;1474,3;;;;
28/12/2020;1300;1889,6;;;;
28/12/2020;1400;2648,7;;;;
28/12/2020;1500;3682,8;;;;
28/12/2020;1600;3629,5;;;;
28/12/2020;1700;3144;;;;
28/12/2020;1800;2725,8;;;;
28/12/2020;1900;2508,6;;;;
28/12/2020;2000;1646,2;;;;
28/12/2020;2100;358,9;;;;
28/12/2020;2200;20;;;;
28/12/2020;2300;-3,6;;;;
29/12/2020;0;null;;;;
29/12/2020;100;-3,6;;;;
29/12/2020;200;-2,5;;;;
29/12/2020;300;-2,9;;;;
29/12/2020;400;-3,4;;;;
29/12/2020;500;-3,1;;;;
29/12/2020;600;-3,6;;;;
29/12/2020;700;-3,6;;;;
29/12/2020;800;-3,6;;;;
29/12/2020;900;-1,5;;;;
29/12/2020;1000;162,5;;;;
29/12/2020;1100;412,8;;;;
29/12/2020;1200;1840,3;;;;
29/12/2020;1300;2597;;;;
29/12/2020;1400;3124,1;;;;
29/12/2020;1500;3387,7;;;;
29/12/2020;1600;2849,2;;;;
29/12/2020;1700;3323,4;;;;
29/12/2020;1800;2775,3;;;;
29/12/2020;1900;2361,2;;;;
29/12/2020;2000;1529,9;;;;
29/12/2020;2100;230,5;;;;
29/12/2020;2200;43,2;;;;
29/12/2020;2300;-3,6;;;;
30/12/2020;0;-3,6;;;;
30/12/2020;100;-3,6;;;;
30/12/2020;200;-3,6;;;;
30/12/2020;300;-3,1;;;;
30/12/2020;400;-3,6;;;;
30/12/2020;500;-3,6;;;;
30/12/2020;600;-3,6;;;;
30/12/2020;700;-3,6;;;;
30/12/2020;800;-3,6;;;;
30/12/2020;900;-0,8;;;;
30/12/2020;1000;119;;;;
30/12/2020;1100;345,8;;;;
30/12/2020;1200;1906,5;;;;
30/12/2020;1300;2579,5;;;;
30/12/2020;1400;3191,7;;;;
30/12/2020;1500;2167,5;;;;
30/12/2020;1600;3249,5;;;;
30/12/2020;1700;2912,7;;;;
30/12/2020;1800;3050;;;;
30/12/2020;1900;2383,5;;;;
30/12/2020;2000;855,8;;;;
30/12/2020;2100;466;;;;
30/12/2020;2200;68,2;;;;
30/12/2020;2300;-3,6;;;;
31/12/2020;0;-3,6;;;;
31/12/2020;100;-3,6;;;;
31/12/2020;200;-3,6;;;;
31/12/2020;300;-3,6;;;;
31/12/2020;400;-3,6;;;;
31/12/2020;500;-3,6;;;;
31/12/2020;600;-3,6;;;;
31/12/2020;700;-3,6;;;;
31/12/2020;800;-3,6;;;;
31/12/2020;900;-1,6;;;;
31/12/2020;1000;116;;;;
31/12/2020;1100;419,8;;;;
31/12/2020;1200;1652,7;;;;
31/12/2020;1300;2668,7;;;;
31/12/2020;1400;3109,9;;;;
31/12/2020;1500;3549;;;;
31/12/2020;1600;2890,5;;;;
31/12/2020;1700;1480,2;;;;
31/12/2020;1800;182,7;;;;
31/12/2020;1900;77,2;;;;
31/12/2020;2000;56,3;;;;
31/12/2020;2100;43,2;;;;
31/12/2020;2200;13,2;;;;
31/12/2020;2300;-3,6;;;;
01/01/2021;0;-3,6;;;;
01/01/2021;100;-3,6;;;;
01/01/2021;200;-3,6;;;;
01/01/2021;300;-3,6;;;;
01/01/2021;400;-3,5;;;;
01/01/2021;500;null;;;;
01/01/2021;600;null;;;;
01/01/2021;700;null;;;;
01/01/2021;800;null;;;;
01/01/2021;900;null;;;;
01/01/2021;1000;null;;;;
01/01/2021;1100;null;;;;
01/01/2021;1200;null;;;;
01/01/2021;1300;2585,1;;;;
01/01/2021;1400;null;;;;
01/01/2021;1500;null;;;;
01/01/2021;1600;null;;;;
01/01/2021;1700;null;;;;
01/01/2021;1800;null;;;;
01/01/2021;1900;1913,8;;;;
01/01/2021;2000;null;;;;
01/01/2021;2100;null;;;;
01/01/2021;2200;null;;;;
01/01/2021;2300;null;;;;
02/01/2021;0;null;;;;
02/01/2021;100;null;;;;
02/01/2021;200;null;;;;
02/01/2021;300;null;;;;
02/01/2021;400;null;;;;
02/01/2021;500;null;;;;
02/01/2021;600;null;;;;
02/01/2021;700;null;;;;
02/01/2021;800;null;;;;
02/01/2021;900;null;;;;
02/01/2021;1000;null;;;;
02/01/2021;1100;null;;;;
02/01/2021;1200;null;;;;
02/01/2021;1300;null;;;;
02/01/2021;1400;null;;;;
02/01/2021;1500;null;;;;
02/01/2021;1600;null;;;;
02/01/2021;1700;null;;;;
02/01/2021;1800;null;;;;
02/01/2021;1900;null;;;;
02/01/2021;2000;null;;;;
02/01/2021;2100;null;;;;
02/01/2021;2200;null;;;;
02/01/2021;2300;null;;;;
03/01/2021;0;-3,6;;;;
03/01/2021;100;null;;;;
03/01/2021;200;null;;;;
03/01/2021;300;null;;;;
03/01/2021;400;null;;;;
03/01/2021;500;null;;;;
03/01/2021;600;null;;;;
03/01/2021;700;null;;;;
03/01/2021;800;null;;;;
03/01/2021;900;null;;;;
03/01/2021;1000;null;;;;
03/01/2021;1100;null;;;;
03/01/2021;1200;null;;;;
03/01/2021;1300;null;;;;
03/01/2021;1400;null;;;;
03/01/2021;1500;null;;;;
03/01/2021;1600;null;;;;
03/01/2021;1700;null;;;;
03/01/2021;1800;null;;;;
03/01/2021;1900;null;;;;
03/01/2021;2000;null;;;;
03/01/2021;2100;null;;;;
03/01/2021;2200;null;;;;
03/01/2021;2300;null;;;;
04/01/2021;0;null;;;;
04/01/2021;100;null;;;;
04/01/2021;200;null;;;;
04/01/2021;300;null;;;;
04/01/2021;400;null;;;;
04/01/2021;500;null;;;;
04/01/2021;600;null;;;;
04/01/2021;700;null;;;;
04/01/2021;800;null;;;;
04/01/2021;900;null;;;;
04/01/2021;1000;null;;;;
04/01/2021;1100;null;;;;
04/01/2021;1200;null;;;;
04/01/2021;1300;null;;;;
04/01/2021;1400;null;;;;
04/01/2021;1500;null;;;;
04/01/2021;1600;null;;;;
04/01/2021;1700;null;;;;
04/01/2021;1800;null;;;;
04/01/2021;1900;403,4;;;;
04/01/2021;2000;238,8;;;;
04/01/2021;2100;255,4;;;;
04/01/2021;2200;54,4;;;;
04/01/2021;2300;-3,6;;;;
05/01/2021;0;-3,6;;;;
05/01/2021;100;-3,6;;;;
05/01/2021;200;-3,6;;;;
05/01/2021;300;-3,6;;;;
05/01/2021;400;-3,6;;;;
05/01/2021;500;-3,6;;;;
05/01/2021;600;-3,6;;;;
05/01/2021;700;-3,6;;;;
05/01/2021;800;-3,4;;;;
05/01/2021;900;-0,3;;;;
05/01/2021;1000;144,8;;;;
05/01/2021;1100;371,7;;;;
05/01/2021;1200;1613,1;;;;
05/01/2021;1300;2681,1;;;;
05/01/2021;1400;3197,3;;;;
05/01/2021;1500;3666,9;;;;
05/01/2021;1600;2180,4;;;;
05/01/2021;1700;2517,5;;;;
05/01/2021;1800;2406,9;;;;
05/01/2021;1900;2216,4;;;;
05/01/2021;2000;1169,2;;;;
05/01/2021;2100;382,9;;;;
05/01/2021;2200;32,3;;;;
05/01/2021;2300;-3,6;;;;
06/01/2021;0;-3,6;;;;
06/01/2021;100;-3,6;;;;
06/01/2021;200;-2,9;;;;
06/01/2021;300;-3,5;;;;
06/01/2021;400;-3,6;;;;
06/01/2021;500;-3,6;;;;
06/01/2021;600;-3,6;;;;
06/01/2021;700;-3,6;;;;
