Nome: PALMAS;;;;;;
Codigo Estacao: A009;;;;;;
Latitude: -10.14777777;;;;;;
Longitude: -48.31444444;;;;;;
Altitude: 267;;;;;;
Situacao: Operante;;;;;;
Data Inicial: 2020-01-01;;;;;;
Data Final: 2023-12-31;;;;;;
Periodicidade da Medicao: Horaria;;;;;;
;;;;;;
Data Medicao;Hora Medicao;RADIACAO GLOBAL(Kj/m²);;;;
04/07/2021;700;-3,6;;;;
04/07/2021;800;-3,6;;;;
04/07/2021;900;-3,6;;;;
04/07/2021;1000;14,1;;;;
04/07/2021;1100;151,3;;;;
04/07/2021;1200;670,4;;;;
04/07/2021;1300;1885,2;;;;
04/07/2021;1400;2229,8;;;;
04/07/2021;1500;2462,4;;;;
04/07/2021;1600;2491,6;;;;
04/07/2021;1700;2328,1;;;;
04/07/2021;1800;2194,7;;;;
04/07/2021;1900;1340,8;;;;
04/07/2021;2000;822,4;;;;
04/07/2021;2100;290,8;;;;
04/07/2021;2200;-2,3;;;;
04/07/2021;2300;-3,6;;;;
05/07/2021;0;-3,6;;;;
05/07/2021;100;-3,6;;;;
05/07/2021;200;-3,6;;;;
05/07/2021;300;-3,6;;;;
05/07/2021;400;-3,6;;;;
05/07/2021;500;-3,6;;;;
05/07/2021;600;-3,6;;;;
05/07/2021;700;-3,6;;;;
05/07/2021;800;-3,6;;;;
05/07/2021;900;-3,6;;;;
05/07/2021;1000;13,3;;;;
05/07/2021;1100;115;;;;
05/07/2021;1200;1035,9;;;;
05/07/2021;1300;1844,3;;;;
05/07/2021;1400;2333,9;;;;
05/07/2021;1500;2581,8;;;;
05/07/2021;1600;2405,7;;;;
05/07/2021;1700;2648,7;;;;
05/07/2021;1800;2284,6;;;;
05/07/2021;1900;1747,7;;;;
05/07/2021;2000;987;;;;
05/07/2021;2100;268,2;;;;
05/07/2021;2200;-3,1;;;;
05/07/2021;2300;-3,6;;;;
06/07/2021;0;-3,6;;;;
06/07/2021;100;-3,6;;;;
06/07/2021;200;-3,6;;;;
06/07/2021;300;-3,6;;;;
06/07/2021;400;-3,6;;;;
06/07/2021;500;-3,6;;;;
06/07/2021;600;-3,6;;;;
06/07/2021;700;-3,6;;;;
06/07/2021;800;-3,6;;;;
06/07/2021;900;-3,6;;;;
06/07/2021;1000;16,6;;;;
06/07/2021;1100;122,9;;;;
06/07/2021;1200;1022;;;;
06/07/2021;1300;1833,3;;;;
06/07/2021;1400;2333,7;;;;
06/07/2021;1500;2581,6;;;;
06/07/2021;1600;2616,4;;;;
06/07/2021;1700;2648,7;;;;
06/07/2021;1800;2275,3;;;;
06/07/2021;1900;1543,4;;;;
06/07/2021;2000;1056,3;;;;
06/07/2021;2100;263,4;;;;
06/07/2021;2200;-3,1;;;;
06/07/2021;2300;-3,6;;;;
07/07/2021;0;-3,6;;;;
07/07/2021;100;-3,6;;;;
07/07/2021;200;-3,6;;;;
07/07/2021;300;-3,6;;;;
07/07/2021;400;-3,6;;;;
07/07/2021;500;-3,6;;;;
07/07/2021;600;-3,6;;;;
07/07/2021;700;-3,6;;;;
07/07/2021;800;-3,6;;;;
07/07/2021;900;-3,5;;;;
07/07/2021;1000;24,5;;;;
07/07/2021;1100;166,6;;;;
07/07/2021;1200;960,8;;;;
07/07/2021;1300;1882,1;;;;
07/07/2021;1400;1759,9;;;;
07/07/2021;1500;2014,4;;;;
07/07/2021;1600;2371,5;;;;
07/07/2021;1700;2248,5;;;;
07/07/2021;1800;1301,5;;;;
07/07/2021;1900;949,3;;;;
07/07/2021;2000;898,8;;;;
07/07/2021;2100;285,2;;;;
07/07/2021;2200;-3,4;;;;
07/07/2021;2300;-3,6;;;;
08/07/2021;0;-3,6;;;;
08/07/2021;100;-3,6;;;;
08/07/2021;200;-3,6;;;;
08/07/2021;300;-3,6;;;;
08/07/2021;400;-3,6;;;;
08/07/2021;500;-3,6;;;;
08/07/2021;600;-3,6;;;;
08/07/2021;700;-3,6;;;;
08/07/2021;800;-3,6;;;;
08/07/2021;900;-3,6;;;;
08/07/2021;1000;16,4;;;;
08/07/2021;1100;176,9;;;;
08/07/2021;1200;1068,4;;;;
08/07/2021;1300;1627,3;;;;
08/07/2021;1400;2369,7;;;;
08/07/2021;1500;2640,8;;;;
08/07/2021;1600;2625,2;;;;
08/07/2021;1700;1735,5;;;;
08/07/2021;1800;523,9;;;;
08/07/2021;1900;1258,2;;;;
08/07/2021;2000;763,9;;;;
08/07/2021;2100;268,9;;;;
08/07/2021;2200;-2,9;;;;
08/07/2021;2300;-3,6;;;;
09/07/2021;0;-3,6;;;;
09/07/2021;100;-3,6;;;;
09/07/2021;200;-3,6;;;;
09/07/2021;300;-3,6;;;;
09/07/2021;400;-3,6;;;;
09/07/2021;500;-3,6;;;;
09/07/2021;600;-3,4;;;;
09/07/2021;700;-3,3;;;;
09/07/2021;800;-2,6;;;;
09/07/2021;900;-3,6;;;;
09/07/2021;1000;13,5;;;;
09/07/2021;1100;235,8;;;;
09/07/2021;1200;884,6;;;;
09/07/2021;1300;1310,9;;;;
09/07/2021;1400;2018,2;;;;
09/07/2021;1500;2643,6;;;;
09/07/2021;1600;2703,3;;;;
09/07/2021;1700;1919;;;;
09/07/2021;1800;1202,8;;;;
09/07/2021;1900;1183,9;;;;
09/07/2021;2000;580,8;;;;
09/07/2021;2100;204,3;;;;
09/07/2021;2200;-3,3;;;;
09/07/2021;2300;-3,6;;;;
10/07/2021;0;-3,6;;;;
10/07/2021;100;-3,6;;;;
10/07/2021;200;-3,6;;;;
10/07/2021;300;-3,6;;;;
10/07/2021;400;-3,6;;;;
10/07/2021;500;-3,6;;;;
10/07/2021;600;-3,6;;;;
10/07/2021;700;-3,6;;;;
10/07/2021;800;-3,6;;;;
10/07/2021;900;-3,6;;;;
10/07/2021;1000;25,8;;;;
10/07/2021;1100;237,5;;;;
10/07/2021;1200;999,1;;;;
10/07/2021;1300;1714;;;;
10/07/2021;1400;2384,7;;;;
10/07/2021;1500;2539,4;;;;
10/07/2021;1600;2559,8;;;;
10/07/2021;1700;2461,5;;;;
10/07/2021;1800;2063,1;;;;
10/07/2021;1900;1065,8;;;;
10/07/2021;2000;544,8;;;;
10/07/2021;2100;155,3;;;;
10/07/2021;2200;-2,1;;;;
10/07/2021;2300;-3,6;;;;
11/07/2021;0;-3,6;;;;
11/07/2021;100;-3,6;;;;
11/07/2021;200;-3,6;;;;
11/07/2021;300;-3,6;;;;
11/07/2021;400;-3,6;;;;
11/07/2021;500;-3,6;;;;
11/07/2021;600;-3,6;;;;
11/07/2021;700;-3,6;;;;
11/07/2021;800;-3,6;;;;
11/07/2021;900;-3,6;;;;
11/07/2021;1000;13,9;;;;
11/07/2021;1100;113,6;;;;
11/07/2021;1200;1023,8;;;;
11/07/2021;1300;1848,1;;;;
11/07/2021;1400;2340,7;;;;
11/07/2021;1500;2585,4;;;;
11/07/2021;1600;2625,4;;;;
11/07/2021;1700;1751,2;;;;
11/07/2021;1800;557,3;;;;
11/07/2021;1900;1666,5;;;;
11/07/2021;2000;1112;;;;
11/07/2021;2100;305,6;;;;
11/07/2021;2200;-2,8;;;;
11/07/2021;2300;-3,6;;;;
12/07/2021;0;-3,6;;;;
12/07/2021;100;-3,6;;;;
12/07/2021;200;-3,6;;;;
12/07/2021;300;-3,6;;;;
12/07/2021;400;-3,6;;;;
12/07/2021;500;-3,6;;;;
12/07/2021;600;-3,6;;;;
12/07/2021;700;-3,6;;;;
12/07/2021;800;-3,6;;;;
12/07/2021;900;-3,6;;;;
12/07/2021;1000;14;;;;
12/07/2021;1100;116,5;;;;
12/07/2021;1200;1034,5;;;;
12/07/2021;1300;1903,8;;;;
12/07/2021;1400;2368,8;;;;
12/07/2021;1500;2585,7;;;;
12/07/2021;1600;2626,5;;;;
12/07/2021;1700;2605,3;;;;
12/07/2021;1800;1743,7;;;;
12/07/2021;1900;930;;;;
12/07/2021;2000;1113,1;;;;
12/07/2021;2100;280,7;;;;
12/07/2021;2200;-2,6;;;;
12/07/2021;2300;-3,6;;;;
13/07/2021;0;-3,6;;;;
13/07/2021;100;-3,6;;;;
13/07/2021;200;-3,6;;;;
13/07/2021;300;-3,6;;;;
13/07/2021;400;-3,6;;;;
13/07/2021;500;-3,6;;;;
13/07/2021;600;-3,6;;;;
13/07/2021;700;-3,6;;;;
13/07/2021;800;-3,6;;;;
13/07/2021;900;-3,6;;;;
13/07/2021;1000;16,6;;;;
13/07/2021;1100;120,5;;;;
13/07/2021;1200;1034,7;;;;
13/07/2021;1300;1914,9;;;;
13/07/2021;1400;2398,4;;;;
13/07/2021;1500;2608;;;;
13/07/2021;1600;2654,7;;;;
13/07/2021;1700;2629,1;;;;
13/07/2021;1800;1988,5;;;;
13/07/2021;1900;1868;;;;
13/07/2021;2000;1129;;;;
13/07/2021;2100;278,2;;;;
13/07/2021;2200;-2,6;;;;
13/07/2021;2300;-3,6;;;;
14/07/2021;0;-3,6;;;;
14/07/2021;100;-3,6;;;;
14/07/2021;200;-3,6;;;;
14/07/2021;300;-3,6;;;;
14/07/2021;400;-3,6;;;;
14/07/2021;500;-3,6;;;;
14/07/2021;600;-3,6;;;;
14/07/2021;700;-3,6;;;;
14/07/2021;800;-3,6;;;;
14/07/2021;900;-3,6;;;;
14/07/2021;1000;12,6;;;;
14/07/2021;1100;113;;;;
14/07/2021;1200;1053,9;;;;
14/07/2021;1300;1944,3;;;;
14/07/2021;1400;2433,7;;;;
14/07/2021;1500;2645,8;;;;
14/07/2021;1600;2684,1;;;;
14/07/2021;1700;2629,3;;;;
14/07/2021;1800;2328,9;;;;
14/07/2021;1900;1820,3;;;;
14/07/2021;2000;1112,8;;;;
14/07/2021;2100;259,6;;;;
14/07/2021;2200;-2,7;;;;
14/07/2021;2300;-3,6;;;;
15/07/2021;0;-3,6;;;;
15/07/2021;100;-3,6;;;;
15/07/2021;200;-3,6;;;;
15/07/2021;300;-3,6;;;;
15/07/2021;400;-3,6;;;;
15/07/2021;500;-3,6;;;;
15/07/2021;600;-3,6;;;;
15/07/2021;700;-3,6;;;;
15/07/2021;800;-3,6;;;;
15/07/2021;900;-3,6;;;;
15/07/2021;1000;15,5;;;;
15/07/2021;1100;116,5;;;;
15/07/2021;1200;1026,6;;;;
15/07/2021;1300;1909,1;;;;
15/07/2021;1400;2374,7;;;;
15/07/2021;1500;2566,7;;;;
15/07/2021;1600;2632,3;;;;
15/07/2021;1700;2459,4;;;;
15/07/2021;1800;2288,7;;;;
15/07/2021;1900;1915,8;;;;
15/07/2021;2000;1147,4;;;;
15/07/2021;2100;245,5;;;;
15/07/2021;2200;-2,4;;;;
15/07/2021;2300;-3,6;;;;
16/07/2021;0;-3,6;;;;
16/07/2021;100;-3,6;;;;
16/07/2021;200;-3,6;;;;
16/07/2021;300;-3,6;;;;
16/07/2021;400;-3,6;;;;
16/07/2021;500;-3,6;;;;
16/07/2021;600;-3,6;;;;
16/07/2021;700;-3,6;;;;
16/07/2021;800;-3,6;;;;
16/07/2021;900;-3,6;;;;
16/07/2021;1000;12,5;;;;
16/07/2021;1100;121,3;;;;
16/07/2021;1200;1015,1;;;;
16/07/2021;1300;1760,9;;;;
16/07/2021;1400;2361,8;;;;
16/07/2021;1500;2552,5;;;;
16/07/2021;1600;2597,9;;;;
16/07/2021;1700;2576,2;;;;
16/07/2021;1800;2181,2;;;;
16/07/2021;1900;1769,6;;;;
16/07/2021;2000;1003,8;;;;
16/07/2021;2100;219,2;;;;
16/07/2021;2200;-2,5;;;;
16/07/2021;2300;-3,6;;;;
17/07/2021;0;-3,6;;;;
17/07/2021;100;-3,6;;;;
17/07/2021;200;-3,6;;;;
17/07/2021;300;-3,6;;;;
17/07/2021;400;-3,6;;;;
17/07/2021;500;-3,6;;;;
17/07/2021;600;-3,6;;;;
17/07/2021;700;-3,6;;;;
17/07/2021;800;-3,6;;;;
17/07/2021;900;-3,6;;;;
17/07/2021;1000;16;;;;
17/07/2021;1100;119,8;;;;
17/07/2021;1200;1030,2;;;;
17/07/2021;1300;1909,9;;;;
17/07/2021;1400;2337,5;;;;
17/07/2021;1500;2568,1;;;;
17/07/2021;1600;2428,7;;;;
17/07/2021;1700;2214,8;;;;
17/07/2021;1800;2032,3;;;;
17/07/2021;1900;1460,9;;;;
17/07/2021;2000;1152,3;;;;
17/07/2021;2100;233,4;;;;
17/07/2021;2200;-2,5;;;;
17/07/2021;2300;-3,6;;;;
18/07/2021;0;-3,6;;;;
18/07/2021;100;-3,6;;;;
18/07/2021;200;-3,6;;;;
18/07/2021;300;-3,6;;;;
18/07/2021;400;-3,6;;;;
18/07/2021;500;-3,6;;;;
18/07/2021;600;-3,6;;;;
18/07/2021;700;-3,6;;;;
18/07/2021;800;-3,6;;;;
18/07/2021;900;-3,6;;;;
18/07/2021;1000;15,7;;;;
18/07/2021;1100;123;;;;
18/07/2021;1200;1024,9;;;;
18/07/2021;1300;1899,5;;;;
18/07/2021;1400;2351,8;;;;
18/07/2021;1500;2553,6;;;;
18/07/2021;1600;2486,2;;;;
18/07/2021;1700;2419,8;;;;
18/07/2021;1800;2347,1;;;;
18/07/2021;1900;1535,6;;;;
18/07/2021;2000;1158,5;;;;
18/07/2021;2100;216,4;;;;
18/07/2021;2200;-2,9;;;;
18/07/2021;2300;-3,6;;;;
19/07/2021;0;-3,6;;;;
19/07/2021;100;-3,6;;;;
19/07/2021;200;-3,6;;;;
19/07/2021;300;-3,6;;;;
19/07/2021;400;-3,6;;;;
19/07/2021;500;-3,6;;;;
19/07/2021;600;-3,6;;;;
19/07/2021;700;-3,6;;;;
19/07/2021;800;-3,6;;;;
19/07/2021;900;-3,6;;;;
19/07/2021;1000;16,1;;;;
19/07/2021;1100;127,2;;;;
19/07/2021;1200;1010,7;;;;
19/07/2021;1300;1889,8;;;;
19/07/2021;1400;2327,4;;;;
19/07/2021;1500;2552,1;;;;
19/07/2021;1600;2606,5;;;;
19/07/2021;1700;2573,4;;;;
19/07/2021;1800;2308,4;;;;
19/07/2021;1900;1810,2;;;;
19/07/2021;2000;1105,6;;;;
19/07/2021;2100;201,4;;;;
19/07/2021;2200;-2,7;;;;
19/07/2021;2300;-3,6;;;;
20/07/2021;0;-3,6;;;;
20/07/2021;100;-3,6;;;;
20/07/2021;200;-3,6;;;;
20/07/2021;300;-3,6;;;;
20/07/2021;400;-3,6;;;;
20/07/2021;500;-3,6;;;;
20/07/2021;600;-3,6;;;;
20/07/2021;700;-3,6;;;;
20/07/2021;800;-3,6;;;;
20/07/2021;900;-3,6;;;;
20/07/2021;1000;16,3;;;;
20/07/2021;1100;131,3;;;;
20/07/2021;1200;1020,6;;;;
20/07/2021;1300;1918;;;;
20/07/2021;1400;2366,6;;;;
20/07/2021;1500;2545,6;;;;
20/07/2021;1600;2604,6;;;;
20/07/2021;1700;2540,1;;;;
20/07/2021;1800;2289,1;;;;
20/07/2021;1900;1808,3;;;;
20/07/2021;2000;1073;;;;
20/07/2021;2100;189,9;;;;
20/07/2021;2200;-2,5;;;;
20/07/2021;2300;-3,6;;;;
21/07/2021;0;-3,6;;;;
21/07/2021;100;-3,6;;;;
21/07/2021;200;-3,6;;;;
21/07/2021;300;-3,6;;;;
21/07/2021;400;-3,6;;;;
21/07/2021;500;-3,6;;;;
21/07/2021;600;-3,6;;;;
21/07/2021;700;-3,6;;;;
21/07/2021;800;-3,6;;;;
21/07/2021;900;-3,6;;;;
21/07/2021;1000;16,3;;;;
21/07/2021;1100;128,9;;;;
21/07/2021;1200;1028,1;;;;
21/07/2021;1300;1910,8;;;;
21/07/2021;1400;2350,8;;;;
21/07/2021;1500;2534,7;;;;
21/07/2021;1600;2595,2;;;;
21/07/2021;1700;2527,1;;;;
21/07/2021;1800;2071,1;;;;
21/07/2021;1900;1823,2;;;;
21/07/2021;2000;1030,9;;;;
21/07/2021;2100;193,6;;;;
21/07/2021;2200;-2,3;;;;
21/07/2021;2300;-3,6;;;;
22/07/2021;0;-3,6;;;;
22/07/2021;100;-3,6;;;;
22/07/2021;200;-3,6;;;;
22/07/2021;300;-3,6;;;;
22/07/2021;400;-3,6;;;;
22/07/2021;500;-3,6;;;;
22/07/2021;600;-3,6;;;;
22/07/2021;700;-3,6;;;;
22/07/2021;800;-3,6;;;;
22/07/2021;900;-3,6;;;;
22/07/2021;1000;15,3;;;;
22/07/2021;1100;117,9;;;;
22/07/2021;1200;1046,4;;;;
22/07/2021;1300;1942,9;;;;
22/07/2021;1400;2375,5;;;;
22/07/2021;1500;2580,3;;;;
22/07/2021;1600;2518;;;;
22/07/2021;1700;2530,5;;;;
22/07/2021;1800;2349,1;;;;
22/07/2021;1900;1836,5;;;;
22/07/2021;2000;1151,2;;;;
22/07/2021;2100;182,7;;;;
22/07/2021;2200;-2,1;;;;
22/07/2021;2300;-3,6;;;;
23/07/2021;0;-3,6;;;;
23/07/2021;100;-3,6;;;;
23/07/2021;200;-3,6;;;;
23/07/2021;300;-3,6;;;;
23/07/2021;400;-3,6;;;;
23/07/2021;500;-3,6;;;;
23/07/2021;600;-3,6;;;;
23/07/2021;700;-3,6;;;;
23/07/2021;800;-3,6;;;;
23/07/2021;900;-3,6;;;;
23/07/2021;1000;13,5;;;;
23/07/2021;1100;110,7;;;;
23/07/2021;1200;1059,6;;;;
23/07/2021;1300;1963,4;;;;
23/07/2021;1400;2397;;;;
23/07/2021;1500;2579,1;;;;
23/07/2021;1600;2645,3;;;;
23/07/2021;1700;2596,9;;;;
23/07/2021;1800;2358,1;;;;
23/07/2021;1900;1425;;;;
23/07/2021;2000;718,6;;;;
23/07/2021;2100;208,7;;;;
23/07/2021;2200;-1,8;;;;
23/07/2021;2300;-3,6;;;;
24/07/2021;0;-3,6;;;;
24/07/2021;100;-3,6;;;;
24/07/2021;200;-3,6;;;;
24/07/2021;300;-3,6;;;;
24/07/2021;400;-3,6;;;;
24/07/2021;500;-3,6;;;;
24/07/2021;600;-3,6;;;;
24/07/2021;700;-3,6;;;;
24/07/2021;800;-3,6;;;;
24/07/2021;900;-3,6;;;;
24/07/2021;1000;14,2;;;;
24/07/2021;1100;111,7;;;;
24/07/2021;1200;1074,4;;;;
24/07/2021;1300;1981,8;;;;
24/07/2021;1400;2409;;;;
24/07/2021;1500;2587,2;;;;
24/07/2021;1600;2659,8;;;;
24/07/2021;1700;2619,5;;;;
24/07/2021;1800;2370,3;;;;
24/07/2021;1900;1894,1;;;;
24/07/2021;2000;1124,6;;;;
24/07/2021;2100;222,9;;;;
24/07/2021;2200;-2;;;;
24/07/2021;2300;-3,6;;;;
25/07/2021;0;-3,6;;;;
25/07/2021;100;-3,6;;;;
25/07/2021;200;-3,6;;;;
25/07/2021;300;-3,6;;;;
25/07/2021;400;-3,6;;;;
25/07/2021;500;-3,6;;;;
25/07/2021;600;-3,6;;;;
25/07/2021;700;-3,6;;;;
25/07/2021;800;-3,6;;;;
25/07/2021;900;-3,6;;;;
25/07/2021;1000;14,5;;;;
25/07/2021;1100;109,9;;;;
25/07/2021;1200;1091,4;;;;
25/07/2021;1300;2006,8;;;;
25/07/2021;1400;2430;;;;
25/07/2021;1500;2601,4;;;;
25/07/2021;1600;2663,6;;;;
25/07/2021;1700;2594,7;;;;
25/07/2021;1800;2335;;;;
25/07/2021;1900;1838,3;;;;
25/07/2021;2000;1113;;;;
25/07/2021;2100;297,3;;;;
25/07/2021;2200;-1,5;;;;
25/07/2021;2300;-3,6;;;;
26/07/2021;0;-3,6;;;;
26/07/2021;100;-3,6;;;;
26/07/2021;200;-3,6;;;;
26/07/2021;300;-3,6;;;;
26/07/2021;400;-3,6;;;;
26/07/2021;500;-3,6;;;;
26/07/2021;600;-3,6;;;;
26/07/2021;700;-3,6;;;;
26/07/2021;800;-3,6;;;;
26/07/2021;900;-3,6;;;;
26/07/2021;1000;14;;;;
26/07/2021;1100;111,3;;;;
26/07/2021;1200;1085,5;;;;
26/07/2021;1300;1995;;;;
26/07/2021;1400;2411,9;;;;
26/07/2021;1500;2586,9;;;;
26/07/2021;1600;2677,3;;;;
26/07/2021;1700;2402,5;;;;
26/07/2021;1800;2306,7;;;;
26/07/2021;1900;1870,4;;;;
26/07/2021;2000;1045,8;;;;
26/07/2021;2100;278,8;;;;
26/07/2021;2200;-1,7;;;;
26/07/2021;2300;-3,6;;;;
27/07/2021;0;-3,6;;;;
27/07/2021;100;-3,6;;;;
27/07/2021;200;-3,6;;;;
27/07/2021;300;-3,6;;;;
27/07/2021;400;-3,6;;;;
27/07/2021;500;-3,6;;;;
27/07/2021;600;-3,6;;;;
27/07/2021;700;-3,6;;;;
27/07/2021;800;-3,6;;;;
27/07/2021;900;-3,6;;;;
27/07/2021;1000;16,9;;;;
27/07/2021;1100;118,7;;;;
27/07/2021;1200;1088,5;;;;
27/07/2021;1300;1986,9;;;;
27/07/2021;1400;2387,9;;;;
27/07/2021;1500;2577;;;;
27/07/2021;1600;2671,6;;;;
27/07/2021;1700;2646,1;;;;
27/07/2021;1800;2343,7;;;;
27/07/2021;1900;1869,5;;;;
27/07/2021;2000;1014,7;;;;
27/07/2021;2100;291,3;;;;
27/07/2021;2200;-1,6;;;;
27/07/2021;2300;-3,6;;;;
28/07/2021;0;-3,6;;;;
28/07/2021;100;-3,6;;;;
28/07/2021;200;-3,6;;;;
28/07/2021;300;-3,6;;;;
28/07/2021;400;-3,6;;;;
28/07/2021;500;-3,6;;;;
28/07/2021;600;-3,6;;;;
28/07/2021;700;-3,6;;;;
28/07/2021;800;-3,6;;;;
28/07/2021;900;-3,6;;;;
28/07/2021;1000;23,5;;;;
28/07/2021;1100;237,6;;;;
28/07/2021;1200;1072,2;;;;
28/07/2021;1300;1931,5;;;;
28/07/2021;1400;2364,5;;;;
28/07/2021;1500;2518,1;;;;
28/07/2021;1600;2624,9;;;;
28/07/2021;1700;2583,3;;;;
28/07/2021;1800;2335,2;;;;
28/07/2021;1900;1861,2;;;;
28/07/2021;2000;1009,4;;;;
28/07/2021;2100;300,2;;;;
28/07/2021;2200;-1,6;;;;
28/07/2021;2300;-3,6;;;;
29/07/2021;0;-3,6;;;;
29/07/2021;100;-3,6;;;;
29/07/2021;200;-3,6;;;;
29/07/2021;300;-3,6;;;;
29/07/2021;400;-3,6;;;;
29/07/2021;500;-3,6;;;;
29/07/2021;600;-3,6;;;;
29/07/2021;700;-3,6;;;;
29/07/2021;800;-3,6;;;;
29/07/2021;900;-3,6;;;;
29/07/2021;1000;15,3;;;;
29/07/2021;1100;122,3;;;;
29/07/2021;1200;1086,5;;;;
29/07/2021;1300;1977;;;;
29/07/2021;1400;2388,8;;;;
29/07/2021;1500;2569,7;;;;
29/07/2021;1600;2619,5;;;;
29/07/2021;1700;2575;;;;
29/07/2021;1800;2337,8;;;;
29/07/2021;1900;1873,8;;;;
29/07/2021;2000;1019,3;;;;
29/07/2021;2100;321;;;;
29/07/2021;2200;-1,5;;;;
29/07/2021;2300;-3,6;;;;
30/07/2021;0;-3,6;;;;
30/07/2021;100;-3,6;;;;
30/07/2021;200;-3,6;;;;
30/07/2021;300;-3,6;;;;
30/07/2021;400;-3,6;;;;
30/07/2021;500;-3,6;;;;
30/07/2021;600;-3,6;;;;
30/07/2021;700;-3,6;;;;
30/07/2021;800;-3,6;;;;
30/07/2021;900;-3,6;;;;
30/07/2021;1000;17,6;;;;
30/07/2021;1100;135,9;;;;
30/07/2021;1200;1069,1;;;;
30/07/2021;1300;1924,2;;;;
30/07/2021;1400;2341,2;;;;
30/07/2021;1500;2498,6;;;;
30/07/2021;1600;2567,1;;;;
30/07/2021;1700;2529,3;;;;
30/07/2021;1800;2242,9;;;;
30/07/2021;1900;1796,5;;;;
30/07/2021;2000;989;;;;
30/07/2021;2100;296,1;;;;
30/07/2021;2200;-1,6;;;;
30/07/2021;2300;-3,6;;;;
31/07/2021;0;-3,6;;;;
31/07/2021;100;-3,6;;;;
31/07/2021;200;-3,6;;;;
31/07/2021;300;-3,6;;;;
31/07/2021;400;-3,6;;;;
31/07/2021;500;-3,6;;;;
31/07/2021;600;-3,6;;;;
31/07/2021;700;-3,6;;;;
31/07/2021;800;-3,6;;;;
31/07/2021;900;-3,6;;;;
31/07/2021;1000;17,5;;;;
31/07/2021;1100;139,3;;;;
31/07/2021;1200;1059,6;;;;
31/07/2021;1300;1917,6;;;;
31/07/2021;1400;2349;;;;
31/07/2021;1500;2530;;;;
31/07/2021;1600;2603,9;;;;
31/07/2021;1700;2559,6;;;;
31/07/2021;1800;2336,1;;;;
31/07/2021;1900;1849,5;;;;
31/07/2021;2000;961,9;;;;
31/07/2021;2100;301,9;;;;
31/07/2021;2200;-1,1;;;;
31/07/2021;2300;-3,6;;;;
01/08/2021;0;-3,6;;;;
01/08/2021;100;-3,6;;;;
01/08/2021;200;-3,6;;;;
01/08/2021;300;-3,6;;;;
01/08/2021;400;-3,1;;;;
01/08/2021;500;-3,6;;;;
01/08/2021;600;-3,6;;;;
01/08/2021;700;-3,6;;;;
01/08/2021;800;-3,6;;;;
01/08/2021;900;-3,6;;;;
01/08/2021;1000;17,7;;;;
01/08/2021;1100;122,8;;;;
01/08/2021;1200;1099,1;;;;
01/08/2021;1300;1987;;;;
01/08/2021;1400;2361,3;;;;
01/08/2021;1500;2551,6;;;;
01/08/2021;1600;2634,3;;;;
01/08/2021;1700;2613,8;;;;
01/08/2021;1800;2415,6;;;;
01/08/2021;1900;1840,6;;;;
01/08/2021;2000;929,4;;;;
01/08/2021;2100;295,9;;;;
01/08/2021;2200;-1,1;;;;
01/08/2021;2300;-3,6;;;;
02/08/2021;0;-3,6;;;;
02/08/2021;100;-3,6;;;;
02/08/2021;200;-3,6;;;;
02/08/2021;300;-3,6;;;;
02/08/2021;400;-3,6;;;;
02/08/2021;500;-3,6;;;;
02/08/2021;600;-3,6;;;;
02/08/2021;700;-3,6;;;;
02/08/2021;800;-3,6;;;;
02/08/2021;900;-3,6;;;;
02/08/2021;1000;18,7;;;;
02/08/2021;1100;135,9;;;;
02/08/2021;1200;1104;;;;
02/08/2021;1300;2000,7;;;;
02/08/2021;1400;2402,2;;;;
02/08/2021;1500;2584,6;;;;
02/08/2021;1600;2673,1;;;;
02/08/2021;1700;2632,4;;;;
02/08/2021;1800;2418;;;;
02/08/2021;1900;1950,4;;;;
02/08/2021;2000;1127,3;;;;
02/08/2021;2100;301,6;;;;
02/08/2021;2200;-1,3;;;;
02/08/2021;2300;-3,6;;;;
03/08/2021;0;-3,6;;;;
03/08/2021;100;-3,6;;;;
03/08/2021;200;-3,6;;;;
03/08/2021;300;-3,6;;;;
03/08/2021;400;-3,6;;;;
03/08/2021;500;-3,6;;;;
03/08/2021;600;-3,6;;;;
03/08/2021;700;-3,6;;;;
03/08/2021;800;-3,6;;;;
03/08/2021;900;-3,6;;;;
03/08/2021;1000;15,8;;;;
03/08/2021;1100;111,9;;;;
03/08/2021;1200;1140,8;;;;
03/08/2021;1300;2055,6;;;;
03/08/2021;1400;2444,4;;;;
03/08/2021;1500;2614,5;;;;
03/08/2021;1600;2696;;;;
03/08/2021;1700;2658,4;;;;
03/08/2021;1800;2409,4;;;;
03/08/2021;1900;1936,3;;;;
03/08/2021;2000;1174,6;;;;
03/08/2021;2100;282,4;;;;
03/08/2021;2200;-1,4;;;;
03/08/2021;2300;-3,6;;;;
04/08/2021;0;-3,6;;;;
04/08/2021;100;-3,6;;;;
04/08/2021;200;-3,6;;;;
04/08/2021;300;-3,6;;;;
04/08/2021;400;-3,6;;;;
04/08/2021;500;-3,6;;;;
04/08/2021;600;-3,6;;;;
04/08/2021;700;-3,6;;;;
04/08/2021;800;-3,6;;;;
04/08/2021;900;-3,6;;;;
04/08/2021;1000;19,5;;;;
04/08/2021;1100;125,6;;;;
04/08/2021;1200;1132,3;;;;
04/08/2021;1300;2031,6;;;;
04/08/2021;1400;2423,3;;;;
